x,y,z,latitude,longitude,speed,sound,light,time,timestamp
2.3989902 ,2.0901382 ,8.765172,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388478
2.5474305 ,2.2098482 ,8.513782,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388483
2.5881321 ,2.2505496 ,8.319851,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388489
2.554613 ,2.27928 ,8.303091,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388493
2.4349031 ,2.2146366 ,8.4347725,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388498
2.1308396 ,2.0614076 ,8.738836,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388506
1.8028339 ,1.8459295 ,9.0429,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388509
1.3838485 ,1.6041151 ,9.3733,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388513
0.8690952 ,1.2186487 ,9.65821,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388518
0.59855044 ,0.90500826 ,9.959879,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388525
0.23463176 ,0.6344634 ,10.400413,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388529
0.023942016 ,0.4381389 ,10.670957,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388533
-0.18674773 ,0.2801216 ,10.817003,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388540
-0.45489833 ,0.009576807 ,10.896012,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388544
-0.581791 ,-0.19632454 ,10.819398,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388548
-0.6607997 ,-0.40940848 ,10.685322,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388556
-0.6847417 ,-0.51475334 ,10.620679,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388559
-0.6536171 ,-0.56982 ,10.472239,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388564
-0.5434838 ,-0.5626374 ,10.338163,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388569
-0.4237737 ,-0.48602295 ,10.06283,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388575
-0.34715924 ,-0.36870706 ,9.696517,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388579
-0.21308395 ,-0.30166942 ,9.464279,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388583
-0.016759412 ,-0.21308395 ,9.31105,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388590
0.29448682 ,-0.12449849 ,9.150639,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388594
0.581791 ,-0.02873042 ,9.045294,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388600
0.78769237 ,0.062249243 ,9.045294,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388607
0.8762778 ,0.16998832 ,9.033323,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388609
0.90261406 ,0.260968 ,9.165004,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388613
0.91458505 ,0.34237084 ,9.414001,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388618
0.8619126 ,0.45010993 ,9.466674,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388625
0.62009823 ,0.60573304 ,9.581595,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388628
0.37588966 ,0.7661445 ,9.52174,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388633
0.24660277 ,0.90500826 ,9.337387,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388640
0.21068975 ,1.0534488 ,8.99741,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388644
0.22026655 ,1.1109096 ,8.700529,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388649
0.34476504 ,1.1061212 ,8.226477,23.535433220677078,87.3359586764127 ,22.57199993133545,69.33564412272781 ,0.0,17:39:48 pm,1663157388656
