x,y,z,latitude,longitude,speed,sound,light,time,timestamp
0.6344634 ,4.3023806 ,10.726024,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994485
1.0390835 ,4.249708 ,12.382812,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994489
1.0534488 ,4.1659107 ,13.074736,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994494
0.5506664 ,4.0294414 ,11.554418,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994502
0.29927522 ,4.0940847 ,9.902418,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994505
0.82121116 ,4.3047748 ,10.824186,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994510
1.2641385 ,4.501099 ,12.042834,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994515
1.1180922 ,4.5561657 ,11.492168,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994521
0.78290397 ,4.5298295 ,11.087548,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994525
0.5602432 ,4.5298295 ,9.983821,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994530
0.4333505 ,4.570531 ,8.480263,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994536
0.60094464 ,4.721366 ,7.2209125,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994540
0.9816227 ,4.972757 ,6.7324953,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994545
1.2330139 ,5.317522 ,7.017405,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994552
1.1971009 ,5.57849 ,6.5457473,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994555
0.93613285 ,5.805939 ,5.3941364,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994560
0.9959879 ,5.9304376 ,4.7309427,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994565
1.4173675 ,5.9639564 ,3.8067808,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994571
1.6687586 ,6.0477533 ,2.9999347,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994575
1.661576 ,6.1123967 ,3.028665,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994580
1.8914193 ,6.1530986 ,5.00867,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994586
2.1547816 ,6.217742 ,6.799533,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994590
2.0638018 ,6.215348 ,7.8386164,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994595
1.3096284 ,5.935226 ,7.0485296,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994602
0.6703765 ,5.427655 ,6.337452,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994605
0.44532153 ,4.939238 ,6.9288197,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994610
0.7589619 ,4.6232033 ,8.724471,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994616
0.6536171 ,4.3861775 ,10.522516,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994621
0.320823 ,4.1922474 ,11.310209,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994626
0.2657564 ,4.0438066 ,10.769119,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994630
0.088585466 ,4.074931 ,11.204864,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994638
0.10295067 ,4.1635165 ,12.593501,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994640
0.39025488 ,4.405331 ,13.524845,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994646
0.6512229 ,4.5633483 ,13.148955,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994652
0.61530983 ,4.5178585 ,11.429919,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994656
0.770933 ,4.146757 ,10.469844,23.538753963075578,87.33210132457316 ,49.103997802734376,79.67172942779192 ,0.0,18:56:34 pm,1663161994661
